Name,Start,End,Size
Em10_R1_br_threat,0x00128CE0,0x00128CE8,8
Em10_R1_threat,0x00128CF0,0x00128CF8,8
Em10_R1_br_threat_atk,0x001290B0,0x001290B8,8
Em10_R1_threat_atk,0x001290C0,0x001290C4,4
Em10_R1_br_guard,0x001295E0,0x001295E8,8
Em10_R1_guard,0x001295F0,0x001295F4,4
Em10_R1_br_sword_reflect,0x00129830,0x00129838,8
Em10_R1_sword_reflect,0x00129840,0x00129844,4
Em10_R1_br_guard_break,0x001299C0,0x001299C8,8
Em10_R1_guard_break,0x001299D0,0x001299D4,4
Em10_R0_damage,0x00129C30,0x00129C80,80
Em10_R1_dm_br_small,0x00129C90,0x00129C98,8
Em10_R1_dm_small,0x00129CA0,0x00129CA4,4
Em10_R1_dm_br_blow_front,0x00129E90,0x00129E98,8
Em10_R1_dm_blow_front,0x00129EA0,0x00129EA4,4
Em10_R1_dm_br_blow_back,0x0012A1B0,0x0012A1B8,8
Em10_R1_dm_blow_back,0x0012A1C0,0x0012A1C4,4
Em10_R1_dm_br_blow_front2,0x0012A4D0,0x0012A4D8,8
Em10_R1_dm_blow_front2,0x0012A4E0,0x0012A4E4,4
Em10_R1_dm_br_upper,0x0012A700,0x0012A708,8
Em10_R1_dm_upper,0x0012A710,0x0012A714,4
Em10_R1_dm_br_upper2,0x0012AA60,0x0012AA68,8
Em10_R1_dm_upper2,0x0012AA70,0x0012AA74,4
Em10_R0_die,0x0012AE30,0x0012AE80,80
Em10_R1_die_br_catch_f,0x0012AE90,0x0012AE98,8
Em10_R1_die_catch_f,0x0012AEA0,0x0012AEA4,4
Em10_R1_die_br_catch_b,0x0012B230,0x0012B238,8
Em10_R1_die_catch_b,0x0012B240,0x0012B244,4
Em10_R1_die_br_down,0x0012B5E0,0x0012B5E8,8
Em10_R1_die_down,0x0012B5F0,0x0012B5F4,4
Em10_R1_die_br_blow_front,0x0012B970,0x0012B978,8
Em10_R1_die_blow_front,0x0012B980,0x0012B984,4
Em10_R1_die_br_blow_back,0x0012BD10,0x0012BD18,8
Em10_R1_die_blow_back,0x0012BD20,0x0012BD24,4
Em10_set_soul,0x0012C0B0,0x0012C0C0,16
Em10_bend_backward,0x0012C110,0x0012C118,8
Em10_move_backward,0x0012C230,0x0012C234,4
Em10_eye_catch,0x0012C330,0x0012C448,268
Em10_wep_move_set,0x0012C450,0x0012C458,8
Em10_wep_move,0x0012C9D0,0x0012C9D4,4
Em10_wep_move_reflect,0x0012CE60,0x0012CE64,4
Em10_wep_on_pl,0x0012D0C0,0x0012D0D0,16
Em10_flying_weapon,0x0012D240,0x0012D244,4
Em10_catch_ck,0x0012D4D0,0x0012D62C,336
Em10_devil_ck,0x0012D630,0x0012D634,4
Em10_set_crystal,0x0012D7B0,0x0012D7C8,24
Em10_die_scream,0x0012D7F0,0x0012D88C,156
Em10_hang_line_set,0x0012D890,0x0012D894,4
Em10_hang_line_disp,0x0012DA30,0x0012DA34,4
Em10_scream_disp,0x0012E1B0,0x0012E490,176
Em10_parts_bomb_01,0x0012E4A0,0x0012E4B0,16
Em10_parts_bomb_02,0x0012E750,0x0012E760,16
Em10_parts_bomb,0x0012E9E0,0x0012EA48,96
Em10_R0_reset,0x0012EA50,0x0012EA74,36
Em10_R1_reset00,0x0012EA80,0x0012EA84,4
Em10_R1_reset01,0x0012EC50,0x0012EC54,4
Em10_R1_reset02,0x0012EE20,0x0012EE24,4
Em10_R1_reset03,0x0012EF00,0x0012EF04,4
Pl_em_dam_em10_catch_f,0x0012EFC0,0x0012EFC4,4
Pl_em_dam_em10_catch_b,0x0012F320,0x0012F324,4
Pl_em_dam_em10_hang,0x0012F690,0x0012F818,168
FUN_0012f9c0,0x0012F9C0,0x0012F9DC,28
FUN_0012f9f8,0x0012F9F8,0x0012FCC0,388
FUN_0012fcc0,0x0012FCC0,0x0012FD58,148
FUN_0012fd60,0x0012FD60,0x0012FD6C,12
Hang_line_disp,0x0012FD80,0x0012FD84,4
Em10_pl_hang_neck_move,0x00130270,0x001302E4,116
Pl_em_die_em10_catch_f,0x001302F0,0x0013038C,136
Pl_em_die_em10_catch_b,0x001303C0,0x0013045C,136
Em10_die_lost,0x00130490,0x00130508,120
Em10_blur_set,0x00130520,0x00130528,8
Em10_blur_trans,0x001306B0,0x001306B8,8
Em10_set_effect_water,0x00130940,0x00130948,8
Scr_set,0x00130BE0,0x00130DBC,476
Scr_load,0x00130DD0,0x00130DD8,8
Scr_draw,0x00130DE0,0x00130EC0,224
Scr_parts_move,0x00130ED0,0x00130EE0,16
Trans_scr_parts,0x00131220,0x0013122C,12
Sort_scr_parts,0x001313E0,0x001313E8,8
Scr_ot_init,0x001314B0,0x00131538,136
Scr_ot_set_tag,0x00131540,0x00131598,88
Scr_com_work_set,0x001315A0,0x001315A4,4
Scr_mod_mapping,0x00131630,0x00131670,64
Scr_parts_info_set,0x00131670,0x00131678,8
Scr_parts_flg0_set,0x00131730,0x00131738,8
pScr_model_work_init2,0x00131830,0x00131834,4
Scr_first_env_def_set,0x00131E70,0x00131EA0,48
Scr_parts_env_get_work,0x00131EA0,0x00131EAC,12
Scr_parts_env_def_set,0x001320E0,0x001320E4,4
Scr_parts_env_al_set0,0x001321E0,0x001321E4,4
Scr_parts_env_al_set1,0x00132260,0x00132278,24
Scr_parts_env_zbuff_set,0x00132280,0x00132294,20
Scr_parts_grp_env_def_set,0x001322A0,0x001324A0,512
Scr_parts_grp_work_set,0x001324A0,0x001325C8,292
Scr_parts_trans_set,0x001325D0,0x001326B8,232
Scr_parts_tex_ofs_set,0x001326D0,0x00132724,84
Scr_group_tex_ofs_move,0x00132730,0x001327D0,160
Alpha_set,0x001327D0,0x001327F4,36
Scr_parts_info_wite,0x00132800,0x00132880,128
Scr_parts_tex_copy,0x00132880,0x0013292C,172
Scr_parts_tex_move_kan,0x00132930,0x00132934,4
Ck_scr_near_clip_init,0x00132B10,0x00132B24,20
Ck_scr_near_clip,0x00132B30,0x00132B3C,12
katVu0ViewVolumeClip,0x00132D20,0x00132D68,72
katVu0SetClip,0x00132D70,0x00132D94,36
katVu0Clip_ld,0x00132DA0,0x00132DBC,28
katVu0Clip2_st,0x00132DC0,0x00132DCC,12
InterpNode,0x00132DD0,0x00132EBC,236
ClipCheck2,0x00132EC0,0x00132EF0,48
katVu0RotTransPersQ,0x00132EF0,0x00132F3C,76
Scr_parts_near_trans,0x00132F40,0x00132F44,4
Scr_parts_disp_chg,0x00133F50,0x00133FD0,128
Game_main,0x00133FD0,0x00134188,432
Game_init,0x001341A0,0x001341A4,4
Game_scene_init,0x00134410,0x00134418,8
Game_loop,0x00134A40,0x00134A44,4
Game_nop,0x00134FC0,0x00134FC8,8
Game_now_loading,0x00134FD0,0x00135088,184
Game_ending,0x001350B0,0x001350B4,4
Status_check,0x00136200,0x00136820,1276
Em_died_check,0x001368A0,0x00136ACC,548
Soft_reset_check,0x00136AD0,0x00136AD8,8
Movie_task_scheduler,0x00136AE0,0x00136AE4,4
Movie_task_exec,0x00136B40,0x00136B4C,12
Movie_task_exec2,0x00136E60,0x00136E68,8
Game_sp_effect,0x00136F90,0x00137048,184
Game_work_init,0x001370E0,0x00137110,48
Timer_disp,0x00137110,0x00137120,16
Timer_set,0x00137300,0x00137320,32
Timer_off,0x00137320,0x0013732C,12
Timer_get,0x00137330,0x0013733C,12
Count_disp,0x00137340,0x00137358,24
Count_set,0x001373E0,0x00137408,40
Count_off,0x00137410,0x0013741C,12
Player_set,0x00137420,0x00137424,4
Load_player_core,0x00137990,0x0013799C,12
Set_player_devil,0x00137AF0,0x00137AF4,4
Load_player_devil,0x00137BF0,0x00137BF8,8
Pl_md_set,0x00137D30,0x00137D34,4
Pl_md_ch_init,0x00137E30,0x00137E34,4
Pl_md_ch,0x00137EB0,0x00137EB8,8
Load_sword,0x00137F90,0x00137FA0,16
Load_weapon,0x001381B0,0x001381B4,4
Coat_md_set,0x00138540,0x00138544,4
Wing_md_set,0x001385F0,0x00138680,144
Coat_vst_set,0x00138690,0x00138694,4
Coat_offset_set,0x001388B0,0x00138948,152
Pl_r0_init,0x00138960,0x00138968,8
Pl_scene_init,0x00139250,0x00139458,520
Pl_mirror_set,0x00139470,0x00139478,8
Pl_r0_move,0x00139700,0x00139734,52
Pl_r1_wait,0x00139750,0x00139758,8
Pl_r1_walk,0x00139B60,0x00139D28,344
Pl_r1_run,0x00139F80,0x0013A148,344
Pl_r1_run_dash,0x0013A3A0,0x0013A568,344
Pl_r1_ladder,0x0013A7A0,0x0013A7C0,32
Pl_r1_jump,0x0013A7C0,0x0013A7C4,4
Pl_r1_jump_down,0x0013B030,0x0013B068,56
Pl_r1_handrail,0x0013B360,0x0013B398,56
Pl_r1_handrail_jump,0x0013B780,0x0013B7B8,56
Pl_r1_fall,0x0013BBA0,0x0013BDAC,260
Pl_r1_push,0x0013BE40,0x0013BE60,32
Pl_r1_climb_up,0x0013BE60,0x0013BE64,4
Pl_r1_jump_climb_up,0x0013C280,0x0013C284,4
Pl_r1_climb_up2,0x0013C460,0x0013C464,4
Pl_r1_pick_up,0x0013C800,0x0013C820,32
Pl_r1_s_jump_down,0x0013C820,0x0013C858,56
Pl_r1_sh_jump,0x0013CB60,0x0013CB80,32
Pl_r1_hi_jump,0x0013CB80,0x0013CBA0,32
Pl_r1_s_slope,0x0013CBA0,0x0013CBC0,32
Pl_r1_s_slope_b,0x0013CBC0,0x0013CBE0,32
Pl_r1_s_slope_run,0x0013CBE0,0x0013CC00,32
Pl_r1_step_aside,0x0013CC00,0x0013CCD8,108
Pl_r1_change_devil,0x0013CDA0,0x0013CE64,128
Pl_r1_use_item,0x0013CF80,0x0013D0C4,248
Pl_r1_change_legend,0x0013D170,0x0013D208,100
Pl_r1_provocation,0x0013D3B0,0x0013D3B4,4
Pl_r1_free_time,0x0013D690,0x0013D6C8,56
Pl_r1_free_time2,0x0013D9B0,0x0013DAE8,184
Pl_chg_type,0x0013DB20,0x0013DB28,8
Pl_r1_evt_move,0x0013DD30,0x0013DD4C,28
Pl_r1_evt_wait,0x0013DD50,0x0013DE74,100
Pl_r1_evt_turn,0x0013DE90,0x0013DF7C,176
Pl_r1_evt_tool,0x0013DF90,0x0013E058,192
Pl_r1_stairs,0x0013E070,0x0013E090,32
Pl_r0_damage,0x0013E090,0x0013E0CC,60
Pl_r1_dm_small,0x0013E0D0,0x0013E1E0,184
Pl_r1_dm_middle,0x0013E290,0x0013E3A0,184
Pl_r1_dm_big,0x0013E450,0x0013E59C,164
Pl_r1_dm_air,0x0013E620,0x0013E658,56
Pl_r1_dm_upper,0x0013E910,0x0013E948,56
Pl_r0_die,0x0013EC30,0x0013EC6C,60
Pl_r1_die_normal,0x0013EC70,0x0013EDA8,176
Pl_r1_die_air,0x0013EDF0,0x0013EE28,56
Pl_r0_em_damage,0x0013F0F0,0x0013F140,80
Pl_r0_em_die,0x0013F140,0x0013F174,52
Pl_r0_dead,0x0013F180,0x0013F1A0,32
Pl_r0_scenario,0x0013F1A0,0x0013F2C8,268
Pl_r0_sce_com,0x0013F2E0,0x0013F3C8,224
Player_move,0x0013F3E0,0x0013F3E8,8
Pl_tag_init,0x0013FD20,0x0013FD28,8
Swd_tag_init,0x0013FF00,0x0013FF08,8
Wep_tag_init,0x00140040,0x0014007C,60
Swd_tag_trans,0x00140090,0x0014009C,12
Wep_tag_trans,0x00140220,0x00140294,116
Pl_tag_trans,0x001402B0,0x001402BC,12
Pl_clut_anim_control,0x00140650,0x00140B74,884
Swd_clut_anim_control,0x00140D30,0x0014104C,780
Wep_clut_anim_control,0x00141070,0x00141380,768
Pl_highlight_on,0x001413A0,0x001413AC,12
Pl_parts_ck,0x001417C0,0x001418AC,236
Player_trans,0x001418B0,0x001418BC,12
Wep_move,0x001421C0,0x001421CC,12
Swd_move,0x001425A0,0x001425A8,8
Swd_boomerang_move,0x001435F0,0x001435F8,8
Wep_trans,0x00143C40,0x00143C44,4
Pl_tail_move,0x00143D90,0x00143D9C,12
Wing_move,0x00143F50,0x00143F54,4
Plwing_r0_normal,0x001440B0,0x0014411C,88
Plwing_r0_change,0x00144130,0x00144208,152
Plwing_r0_dash,0x00144220,0x0014428C,88
Plwing_r0_flutter,0x001442A0,0x0014430C,88
Plwing_r0_turn_r,0x00144320,0x0014438C,88
Plwing_r0_turn_l,0x001443A0,0x0014440C,88
Plwing_r0_atk_r,0x00144420,0x0014448C,88
Plwing_r0_atk_l,0x001444A0,0x0014450C,88
Plwing_r0_atk_m,0x00144520,0x0014458C,88
Plwing_r0_atk_r2,0x001445A0,0x0014460C,88
Plwing_r0_atk_r_e,0x00144620,0x0014468C,88
Plwing_r0_atk_l_e,0x001446A0,0x0014470C,88
Wing_trans,0x00144720,0x001447DC,188
Pl_legend_wing_move,0x001447F0,0x00144864,112
Sword_locus_disp,0x00144880,0x00144884,4
Set_vib_wep,0x001457F0,0x0014585C,108
Check_trajectory,0x00145870,0x00145880,16
Shotgun_wall_hit_effect,0x001468B0,0x001468B8,8
Pl_light_control,0x001469E0,0x001469EC,12
Pl_light_control2_set,0x00147AF0,0x00147B00,16
Pl_light_control2,0x00147B20,0x00147B28,8
Plom_water_move,0x00148090,0x00148098,8
Wep01_move,0x00148340,0x001484D4,400
Wep02_move,0x001484F0,0x001484FC,12
Wep03_move,0x00148780,0x001488D4,336
Wep04_move,0x001488F0,0x00148AD0,96
Pl_status_check,0x00148AD0,0x00148DE4,788
Pl_change,0x00148DF0,0x00148DF4,4
Pl_debug_skl_on,0x00149140,0x00149148,8
Blur_on,0x00149150,0x00149154,4
Blur_off,0x00149210,0x001492A0,144
Blur_exec,0x001492B0,0x001492B4,4
Screen_blur_init,0x00149390,0x001493D0,64
Screen_blur_scheduler,0x001493D0,0x00149518,300
Blur_st_ed_check,0x00149530,0x00149570,60
Screen_blur,0x00149570,0x001495B0,64
Normal_blur,0x00149630,0x00149880,588
Underwater_blur,0x00149890,0x00149894,4
Underwater_blur2,0x0014A240,0x0014A248,8
Hot_blur,0x0014AC20,0x0014AC24,4
Dance_blur_set,0x0014B910,0x0014B9D8,200
Mysterious_dance_blur,0x0014B9E0,0x0014B9E4,4
Quake_check,0x0014C480,0x0014C504,132
Quake_init,0x0014C510,0x0014C564,84
Quake_exec,0x0014C570,0x0014C5D8,100
Quake_kill,0x0014C5E0,0x0014C638,88
Quake_scheduler,0x0014C640,0x0014C6F0,176
Quake_main,0x0014C6F0,0x0014C6F4,4
Etc_test,0x0014C810,0x0014C818,8
Out_focus_init,0x0014C820,0x0014C850,48
Out_focus_set,0x0014C850,0x0014C8E8,148
Out_focus_rate_set,0x0014C8F0,0x0014C910,32
Out_focus,0x0014C910,0x0014C914,4
Tbl_cmp,0x0014CAD0,0x0014CAE0,16
Out_focus_disp,0x0014CAE0,0x0014CAEC,12
setTileTagDiv,0x0014D1A0,0x0014D284,152
setSprtUVTagDiv,0x0014D290,0x0014D3E4,216
setSprtTagDiv,0x0014D400,0x0014D58C,232
setPolyFT4Tag,0x0014D590,0x0014D67C,236
setDmaTag,0x0014D680,0x0014D6D0,80
sceVu0FMATRIX_Normal,0x0014D6D0,0x0014D6F4,36
sceVu0FMATRIX_Normal_Super,0x0014D7F0,0x0014D814,36
Get_Camera_Roll,0x0014D8C0,0x0014D8DC,28
Change_Camera_Pos_Inter_Sys,0x0014D960,0x0014D970,16
Change_Camera_Pos_Inter_Roll,0x0014DB20,0x0014DB30,16
Change_Camera_Pos_Inter,0x0014DCF0,0x0014DD00,16
Change_Camera_Dist,0x0014DEB0,0x0014DEB8,8
Change_Camera_DollyR,0x0014E010,0x0014E020,16
Change_Camera_Pos_CX,0x0014E110,0x0014E118,8
Change_Camera_Pos_CY,0x0014E1D0,0x0014E1D8,8
Change_Camera_Pos_CZ,0x0014E290,0x0014E298,8
Change_Camera_Inter_CX,0x0014E350,0x0014E358,8
Change_Camera_Inter_CY,0x0014E410,0x0014E418,8
Trans_Camera,0x0014E4D0,0x0014E4D4,4
Make_RotMat,0x0014E5D0,0x0014E5E0,16
Hit_ck_polyhedron,0x0014E710,0x0014E714,4
Hit_ck_cylinder,0x0014E870,0x0014E8EC,60
solve_normal_hexahedron,0x0014E900,0x0014E904,4
Get_cam_dir,0x0014EAD0,0x0014EAF0,32
Cam_to_pos_dir,0x0014EB10,0x0014EB30,32
Get_cam_pos_view,0x0014EBC0,0x0014EBCC,12
Make_inter_to_pos_matrix,0x0014EC70,0x0014EC78,8
Make_pos_to_inter_matrix,0x0014ED20,0x0014ED28,8
Em_dummy_dm_ck,0x0014EDD0,0x0014EDF0,32
Em_init_move,0x0014EDF0,0x0014EDF4,4
Em_move,0x0014EEB0,0x0014EEC0,16
Em_alpha_ctrl,0x0014F8E0,0x0014F9C4,220
Em_dummy_move,0x0014F9E0,0x0014F9E8,8
Regist_search_work,0x0014F9F0,0x0014F9F4,4
Enemy_bgm_ck,0x0014FD00,0x0014FD98,152
Search_enemy,0x0014FDA0,0x0014FDA8,8
Search_enemy_joy,0x00150130,0x00150134,4
Search_enemy_water,0x00150390,0x00150394,4
Search_enemy_near,0x00150650,0x0015065C,12
Search_enemy_near2,0x00150860,0x0015086C,12
Search_enemy_near3,0x00150AA0,0x00150AA4,4
Check_lock_enemy,0x00150CA0,0x00150CA4,4
Trace_enemy_pos,0x00150EE0,0x00150EE8,8
Trace_enemy_pos_init,0x00151170,0x00151174,4
Pl_upper_rotation,0x00151450,0x001514B4,100
Pl_upper_rotation2,0x001514C0,0x001515C4,260
Pl_upper_rotation3,0x001515D0,0x0015160C,60
Pl_waist_hokan_rotation,0x00151610,0x00151658,72
Pl_waist_hokan_rotation_b,0x001516D0,0x001516D4,4
Pl_pos_hosei,0x00151840,0x0015184C,12
Pl_pos_hosei_jump,0x00151A70,0x00151A7C,12
Pl_pos_hosei_sky,0x00151BD0,0x00151BDC,12
Pl_pos_hosei_swim,0x00151E10,0x00151E1C,12
Lever_gacya_check,0x00151F80,0x00151F84,4
Pl_cancel_lev_gacya,0x001520E0,0x00152184,164
Lever_gacya_set,0x001521A0,0x001521BC,28
Lever_gacya_delete,0x001521C0,0x001521C8,8
Pl_call_quake,0x00152380,0x00152390,16
Pl_call_quake_s,0x00152430,0x00152440,16
Pl_eff_cloud_of_dust,0x001524E0,0x0015253C,92
Pl_eff_cloud_of_dust2,0x00152590,0x001525EC,92
Player_damage_check,0x00152640,0x00152644,4
Get_joystick_theta,0x00152B70,0x00152B74,4
Get_joystick_cam_theta,0x00152BF0,0x00152C14,36
Get_joystick_dir,0x00152C40,0x00152E08,452
Get_joystick_dir_reverse,0x00152E10,0x00152EC0,176
Uji_drop,0x00152EC0,0x00152F10,80
Set_hit_stop,0x00152F10,0x00152F18,8
Check_in_water,0x00152F20,0x00152FD8,176
Check_walk_run,0x00152FE0,0x001530D8,244
Check_steep_slope,0x001530E0,0x001530E8,8
Check_step_aside,0x001530F0,0x00153128,56
Check_step_aside_floor,0x00153160,0x00153258,188
Check_handrail,0x00153270,0x00153274,4
Check_handrail_LR,0x001534D0,0x001534D8,8
Check_sce_jump,0x00153670,0x00153678,8
Check_jump,0x00153830,0x00153834,4
Check_super_jump,0x00153D10,0x00153D1C,12
Check_handrail_jump,0x00153F40,0x00153F48,8
Check_footing,0x00153F50,0x00153F54,4
Check_sce_hi_jump,0x00154610,0x00154614,4
Check_hi_jump,0x00154780,0x00154788,8
Check_jump_climb_up,0x00154950,0x00154958,8
Check_climb_up,0x00154A90,0x00154A98,8
Get_atk_joy_type,0x00154CD0,0x00154E2C,304
Pl_swd_rtn_set,0x00154E50,0x00154E5C,12
Easy_swd_ck,0x00155740,0x0015574C,12
Set_atk_rtn,0x00156600,0x00156714,264
Check_gun_set,0x001568B0,0x00156960,172
Check_legend_punch,0x00156970,0x001569F4,128
Check_escape_jump,0x00156A00,0x00156AF8,244
Check_action_swi,0x00156B00,0x00156B54,84
Check_escape_jump_pad,0x00156CC0,0x00156F2C,512
Check_sword_pad,0x00156F40,0x00156FA8,104
Input_cancel_action,0x00156FB0,0x00156FC8,24
Check_cancel_action,0x00156FE0,0x0015706C,140
Check_front_kick_wall,0x00157080,0x00157088,8
Check_fall_action,0x00157270,0x0015727C,12
Check_devil_mode,0x00157DF0,0x00158708,1608
Pl_devil_off,0x00158720,0x0015887C,284
Pl_stop_time_off,0x00158890,0x0015895C,176
Pl_muteki_off,0x00158970,0x001589D4,100
Check_change_devil,0x001589E0,0x00158B44,336
Check_time_stop,0x00158B50,0x00158C20,204
Get_em_dir_type,0x00158C20,0x00158C24,4
Get_em_dir_theta,0x00158FD0,0x001590C8,140
Pl_front_atari_check,0x001590E0,0x001590EC,12
Get_hosei_pos,0x001592D0,0x001592D4,4
Pl_scr_hosei,0x00159360,0x00159368,8
Pl_scr_hosei2,0x00159430,0x0015943C,12
Pl_scr_hosei3,0x00159520,0x00159528,8
Check_front_wall,0x001595F0,0x001595F4,4
KI_deb_cam_move4,0x001597D0,0x001597DC,12
KI_deb_cam_move5,0x00159E90,0x00159EFC,108
Get_theta_AB,0x00159F10,0x00159F88,116
Rot_theta_AB,0x00159F90,0x0015A060,188
Rot_theta_AB2,0x0015A070,0x0015A134,192
Adjust_theta,0x0015A140,0x0015A2B8,196
Soft_reset,0x0015A2D0,0x0015A3B4,228
Set_bg_mode,0x0015A550,0x0015A664,276
Reset_bg_mode,0x0015A670,0x0015A770,256
Fade_set,0x0015A770,0x0015A834,184
Fade_trans,0x0015A840,0x0015A844,4
Fade_kill,0x0015AB50,0x0015AB78,40
Fade_status,0x0015AB80,0x0015ABA8,40
Fade_init,0x0015ABB0,0x0015AC00,80
Main_Vramview_check,0x0015AC00,0x0015ADB4,424
Mem_alloc,0x0015ADC0,0x0015AE74,176
Mem_free,0x0015AE80,0x0015AEE4,88
Mem_alloc_R,0x0015AEF0,0x0015AEF4,4
Mem_free_R,0x0015AFE0,0x0015B030,80
Mem_alloc_R_check,0x0015B030,0x0015B09C,108
Mem_alloc_R_ptr_reset,0x0015B0A0,0x0015B0AC,12
Mem_alloc_R_ptr_set,0x0015B0B0,0x0015B0DC,44
Cinema_scope,0x0015B0E0,0x0015B0E8,8
main,0x0015B3A0,0x0015B3A8,8
Main_Get_Vsync,0x0015BA10,0x0015BA88,120
Main_init,0x0015BA90,0x0015BA94,4
Main_draw_clear,0x0015BEB0,0x0015BF20,112
Main_draw_ot,0x0015BF30,0x0015BF4C,28
Main_draw_ot_movie,0x0015C0B0,0x0015C0BC,12
Main_draw_ot_env_set,0x0015C1F0,0x0015C200,16
MainGsSwapDBuffDc,0x0015C300,0x0015C308,8
MainGsSwapDBuffDc_movie,0x0015C590,0x0015C5AC,28
MainGsSetDefDBuffDc,0x0015C6A0,0x0015C6B0,16
MainSetRect,0x0015C990,0x0015CA98,264
MainResetRect,0x0015CAA0,0x0015CAF0,80
MainSetRect_movie,0x0015CAF0,0x0015CB28,56
MainResetRect_movie,0x0015CB30,0x0015CB68,56
MainSetPalMovieEnv,0x0015CB70,0x0015CC40,208
Vram_info_init,0x0015CC40,0x0015CEC4,644
Main_malloc,0x0015CEE0,0x0015CF4C,108
eprintf2,0x0015CF90,0x0015CFB4,36
Moji_env_set,0x0015CFC0,0x0015D094,212
Moji_init,0x0015D2D0,0x0015D2FC,44
Moji_prim_init,0x0015D310,0x0015D34C,60
Moji_sys_init,0x0015D350,0x0015D378,40
Disp_err_mess,0x0015D380,0x0015D388,8
Calc_Intersection,0x0015D390,0x0015D3A0,16
Hcd_Divide,0x0015D470,0x0015D47C,12
Scr_Atari_4_nolnk,0x0015D8B0,0x0015D8BC,12
Scr_Atari_4,0x0015DA40,0x0015DA4C,12
get_next_4,0x0015DBE0,0x0015DBE8,8
atari_check_4,0x0015DCA0,0x0015DCDC,60
Scr_Atari_4R,0x0015DEF0,0x0015DEFC,12
get_next_4R,0x0015E080,0x0015E088,8
atari_check_4R,0x0015E140,0x0015E17C,60
Scr_Atari_4R_BACK,0x0015E390,0x0015E394,4
get_next_4R_BACK,0x0015E4D0,0x0015E4D8,8
atari_check_4R_BACK,0x0015E5F0,0x0015E5F4,4
Scr_Atari_4_ck,0x0015EA00,0x0015EA04,4
get_next_4_ck,0x0015EB50,0x0015EB58,8
atari_check_4_ck,0x0015EC90,0x0015EC94,4
Scr_Atari_Cylinder_Hosei_4,0x0015F060,0x0015F06C,12
Em_scr_at,0x0015F400,0x0015F408,8
Em_scr_at_ck,0x0015F930,0x0015F938,8
Em_scr_at3_nogaiheki,0x0015FAC0,0x0015FAC8,8
Em_scr_at3,0x00160270,0x00160278,8
Em_scr_at4,0x00160A20,0x00160A28,8
Em_scr_at5,0x00161120,0x00161128,8
Em_scr_at6,0x001618E0,0x001618E8,8
get_next_Cylinder_4,0x00162040,0x00162048,8
next_Cy,0x00162190,0x001621E0,80
atari_check_Cylinder_4,0x001621F0,0x001621F4,4
atari_check_Cylinder_Sub_4,0x001625E0,0x001625E8,8
Scr_Atari_cam,0x00162A70,0x00162A7C,12
get_next_cam,0x00162C10,0x00162C18,8
atari_check_cam,0x00162D30,0x00162D34,4
Init_lnk_atari,0x00163130,0x0016313C,12
Set_lnk_atari,0x001634E0,0x00163514,52
Set_work_lnk_atari,0x00163520,0x0016352C,12
Atari_lnk_4,0x001638C0,0x001638C8,8
Atari_lnk_4R,0x001639D0,0x001639D8,8
Atari_lnk_Cy,0x00163AE0,0x00163AEC,12
Mul_lnk_atari,0x00163C00,0x00163C04,4
Mul_lnk_atari_set,0x00164180,0x00164184,4
Ak_set,0x001646E0,0x001646E4,4
Ak_mat_change,0x001648C0,0x00164938,120
Mul_lnk_at,0x00164940,0x00164944,4
Scr_AtCy4,0x001649B0,0x001649BC,12
Fget_next_Cylinder,0x00164B80,0x00164B88,8
Fatari_check_Cylinder,0x00164CD0,0x00164CD4,4
Fatari_check_Cylinder_Sub_4,0x001650C0,0x001650C8,8
Fatari_lnk_Cy,0x001656A0,0x001656AC,12
Scr_Atari_flg2no_onoff,0x001657F0,0x0016581C,44
get_next_onoff,0x00165820,0x00165828,8
Or_ak_set,0x001658D0,0x0016591C,76
And_ak_set,0x00165920,0x0016596C,76
Ak_morph,0x00165970,0x00165978,8
Morph_ak_mul,0x00165AD0,0x00165AD4,4
Em_set_init,0x00165F40,0x00165F44,4
Em_work_set,0x001660D0,0x00166110,64
Em_set_main,0x00166280,0x00166284,4
Em_acl_init,0x00166FB0,0x00166FE0,48
Reset_em,0x00166FE0,0x00166FE8,8
Set_em_tex_trans,0x00167190,0x001671AC,28
Mod_vram_info_set,0x00167280,0x00167444,320
Mod_vram_info_rewrite,0x00167450,0x001675FC,328
Set_light_matrix,0x00167600,0x00167604,4
Set_light_matrix_p,0x00168120,0x00168124,4
Set_sz,0x00168AB0,0x00168AC4,20
Turn_dest_matrix,0x00168BF0,0x00168BF8,8
Turn_dest,0x00168DB0,0x00168DE4,52
Turn_dir,0x00168F00,0x0016900C,256
Turn_dest_Y,0x00169010,0x00169018,8
Turn_dest_rev,0x00169310,0x00169324,20
Hit_ck_mat,0x001693A0,0x001693D0,48
Dest_ck,0x001693E0,0x00169414,52
Dest_dir_ck,0x00169510,0x001695F8,224
Dest_calc,0x00169600,0x0016962C,44
Dest_pos,0x001696B0,0x001697B4,260
Dest_dir,0x001697D0,0x001697E4,20
Add_speedXZ,0x00169800,0x00169818,24
Add_speedXYZ,0x00169870,0x001698C8,88
Add_speedXZ2,0x001698E0,0x00169918,56
Add_speedXYZ2,0x00169940,0x00169974,52
Cdir_ck,0x00169990,0x00169A58,196
Cdir_plck,0x00169A60,0x00169B5C,248
Pdir_ck,0x00169B60,0x00169D1C,316
Dist_order_ck,0x00169D30,0x00169D9C,108
Dest_adjust,0x00169DA0,0x00169DB0,16
